order_id,customer_id,sku,order_timestamp,processing_timestamp
0fff1c4b-bd7e-4c18-963d-f2246b873ade,deca697a-a826-4153-a087-e54c78cdb0ee,400762254142559,2024-03-15T19:31:48.477718,2024-03-17T19:31:48.501565
9aa9ecf9-d3b5-41bc-810a-09a3c8aedb8a,77f327de-adea-4a10-acee-3ed84a3aff02,401864661022360,2024-03-05T19:31:48.477766,2024-03-05T19:31:48.501570
4f21fec4-bc88-4470-aea3-c2008efc41b8,2a256be1-2d16-4a5b-b5eb-01f6a4c6b56f,404440578943492,2024-03-27T19:31:48.477777,2024-03-01T19:31:48.501574
c3a756a0-d213-4ef0-a9e2-13020901ada1,cafc281e-04c1-4035-98b7-444d0c183f71,403594298394150,2024-03-08T19:31:48.477785,2024-03-06T19:31:48.501577
f06e44ef-7ce4-44e2-b2cf-ac15cdfd541f,a6e82cd1-9b0a-48b7-9260-d2da777feebc,404016673836668,2024-03-02T19:31:48.477793,2024-02-29T19:31:48.501581
4bce7575-4be8-4dc0-994b-c9af33a6599d,76cea9fb-03cb-4351-93b8-db224de1427b,405070190625161,2024-03-24T19:31:48.477801,2024-03-24T19:31:48.501584
85eb5f5f-5689-4843-9b92-5e6ddeb94852,369d5799-4135-4fbe-81aa-f638bad537e0,402104479384326,2024-03-21T19:31:48.477809,2024-03-20T19:31:48.501588
bbdae658-238f-4e0c-a6bc-c6214ef62c43,f4364a01-7187-4d81-b7f7-bc4015b27af8,405460635097763,2024-02-28T19:31:48.477819,2024-03-25T19:31:48.501593
2f2f725b-0635-4b6f-9d51-d730ff32d6ea,a184ed78-6b36-432e-9953-b0464e98179f,402560177027691,2024-03-24T19:31:48.477827,2024-03-16T19:31:48.501597
c73f9e72-693b-4f14-9586-c1ddc25b5afb,3916d8f5-3d99-41dc-8412-15c16f3190ad,400874956776387,2024-03-04T19:31:48.477836,2024-03-19T19:31:48.501602
ea1ca9c3-f71b-4905-85e4-d089664f8d97,67104d56-622a-4c36-9423-077087adea70,405860611157672,2024-03-21T19:31:48.477844,2024-03-13T19:31:48.501605
8584b960-58d7-43f0-b004-f8f5638a926d,998e4526-48c9-47f9-837d-e68eef8226fa,405080349689796,2024-03-11T19:31:48.477851,2024-03-21T19:31:48.501609
23fba607-1cd2-478f-b593-8482a8db6852,3088d7e5-f202-4531-bd1a-50ae0a02e250,402818166538718,2024-03-06T19:31:48.477858,2024-03-17T19:31:48.501612
1043fc3c-65af-4b5e-b145-71a69a65456a,5afb7c71-524c-44b9-b875-4d1bdb148157,405956776796919,2024-03-07T19:31:48.477865,2024-03-22T19:31:48.501615
db2f7b9a-bd2c-4ec8-b91d-9b609c720fe9,e08202ef-b2bf-4244-a2c2-e18ff0bb3713,403594298394150,2024-03-26T19:31:48.477872,2024-03-09T19:31:48.501619
1d376ed7-60e7-44f5-bf58-6afe29c249f0,8c771838-9949-4bf7-83f1-91bb2a3f7922,404034260349987,2024-03-25T19:31:48.477879,2024-03-26T19:31:48.501622
a1763e1e-cebf-471a-b3a3-41b14a2763bc,627e5970-0e31-4a8b-831e-1541f81f2050,402427824254748,2024-02-27T19:31:48.477887,2024-03-09T19:31:48.501626
ad416bfe-4170-4436-83bd-4ca54b141020,0b1ba325-a353-4bd6-b39c-e2e3d0e9fade,405675951267773,2024-03-26T19:31:48.477894,2024-03-15T19:31:48.501634
d146c7f3-e7be-4cbf-9f9f-97f81f240829,3e4b1cc1-d553-4828-85ee-ec3acc56f117,401906085860821,2024-03-23T19:31:48.477902,2024-03-15T19:31:48.501639
754f44fd-29bd-400d-9f5a-b0c902cc3af8,ee98eee5-b932-45a2-b400-57885a2237f3,400894464310425,2024-03-15T19:31:48.477909,2024-03-21T19:31:48.501643
44911dd7-7150-490e-a2b1-167297c1dcd8,4437dd52-7bfb-42a4-b6f1-86181da2d8d5,405385805616049,2024-03-18T19:31:48.477916,2024-03-02T19:31:48.501646
37249316-437a-4d77-a7dd-fbd46304eefc,73208822-3599-4c1c-a9d6-eb060c269855,401232277261575,2024-03-10T19:31:48.477922,2024-03-09T19:31:48.501649
8af2d901-838b-4612-82d1-d84d11774a74,334a6a4e-965b-4b7d-95fb-b768e462319f,401889273367434,2024-03-03T19:31:48.477929,2024-03-12T19:31:48.501653
e9cf4494-5431-4e75-822b-59b1e7003c10,7664c8f3-a757-4332-afe6-7ffdb6e26503,402763167323612,2024-02-26T19:31:48.477936,2024-03-21T19:31:48.501656
e368a8f7-3e84-41e6-8978-ace115829488,a1ff24eb-e485-4334-9f12-395431ed77d4,405259604688313,2024-03-24T19:31:48.477943,2024-02-27T19:31:48.501660
238d3558-f858-4b35-abbe-72c586b4ffd6,018b2434-113b-4ffa-bb5b-5af125edfa09,404255360165351,2024-03-02T19:31:48.477952,2024-03-01T19:31:48.501665
96afd463-be4e-437e-bd96-d80b4b8f90e5,ab250412-df1d-4f99-aac3-1eb21b1a2abd,405359722924174,2024-03-17T19:31:48.477959,2024-03-08T19:31:48.501668
929ce559-7dab-44a9-be60-ddd71953d763,c495a6e1-c2c2-4968-8981-5cd6a3665961,401660016487641,2024-03-25T19:31:48.477967,2024-03-05T19:31:48.501673
2389d897-a365-47ba-baf2-724000af7c3f,3c538aac-c5d0-4d18-a282-7c2e0898fa41,401866175761060,2024-03-13T19:31:48.477973,2024-03-25T19:31:48.501679
e694e859-17a8-417c-a6f4-655fa9f0127b,bf803cce-9f9e-4e9b-8a05-0d91954b0db7,404546149731126,2024-03-17T19:31:48.477980,2024-03-26T19:31:48.501685
3452eade-46c9-43fd-93e4-dd2f3feceb54,8914d896-1930-432c-a77a-54e80ec44580,400880658742184,2024-03-01T19:31:48.477987,2024-03-19T19:31:48.501692
e0e2e4a3-f7df-4368-ac0a-27822ec17ba2,cf5019d1-0bd5-427c-811d-178b89909e5a,405886924689379,2024-03-05T19:31:48.477994,2024-03-22T19:31:48.501698
3e1cbdf5-bdec-483a-9471-50b047e78c26,c388dd19-a983-48a5-a4c1-5861d6dda647,402020257211778,2024-03-20T19:31:48.478001,2024-03-07T19:31:48.501704
816789e2-ef50-4594-bbc4-2a7a150c4274,4484cbf9-9bb3-4792-9c65-9abfafda44d3,403964519926624,2024-03-23T19:31:48.478009,2024-03-20T19:31:48.501712
d0f2fc73-d403-414f-9624-16922f1035ce,a74bc1a7-d16b-4add-a360-cfc17f4447cd,402194149280134,2024-03-11T19:31:48.478017,2024-03-14T19:31:48.501718
2d8ea7a3-c9c3-42d7-be09-13cdf2c7273b,bcbfa4fe-019f-4b5e-9a90-88f22c667fa3,404154387368739,2024-03-01T19:31:48.478024,2024-03-05T19:31:48.501723
9a15b694-82ef-483d-8f10-be18632de1b4,6a951bfd-0c27-497b-82a3-68b6798abb7d,400915883113145,2024-03-01T19:31:48.478031,2024-03-16T19:31:48.501726
566e9ff4-fa9c-451a-8d16-c9f8a5156583,78a25d4a-2378-4abf-bca7-85c2c72d8f75,402173029257758,2024-02-26T19:31:48.478039,2024-03-04T19:31:48.501729
71c3e71c-d169-4e7b-a67b-c9689963eb80,6fa98f4d-14a7-490c-8a04-0425078fcd0e,404568591185798,2024-03-18T19:31:48.478046,2024-03-03T19:31:48.501733
f7ab4e88-153a-4aac-ad93-cb5abc5ec8cc,e3233c1e-7018-43a7-875f-af2e12b62c85,405182312164385,2024-02-27T19:31:48.478054,2024-03-02T19:31:48.501736
8871fd21-ec5e-434d-9202-3e65ca06a293,f2b1b03f-2ee7-4d43-9587-4ecafcf22c54,404568289300453,2024-03-20T19:31:48.478061,2024-03-14T19:31:48.501740
78a4c997-61bc-4107-be17-6168f19bfd96,639b9dfb-d155-44df-9c35-2af05a29b626,401923447073408,2024-03-11T19:31:48.478069,2024-03-05T19:31:48.501744
f150cd47-db3a-4d21-a2dd-1e1fb65e1630,da133306-329c-4ff0-93ad-591da2f3ad29,404134965267779,2024-03-05T19:31:48.478076,2024-03-04T19:31:48.501748
d5fe03ae-c73f-480d-81c4-71fd4e78a897,8194d0a3-d35f-473d-94ab-5a3d4e4dff27,404304586988727,2024-03-07T19:31:48.478083,2024-03-08T19:31:48.501751
c6a02e08-3836-4d98-b8d7-6a5000a03e63,b12057ba-cac3-4679-89c6-9357cbab1782,403118704989622,2024-02-28T19:31:48.478090,2024-03-18T19:31:48.501755
599c0081-d2a3-4148-9200-48c05a0502ce,e8de0929-dbbf-4be6-a8f6-829fff36b854,404572793359906,2024-03-07T19:31:48.478099,2024-03-15T19:31:48.501758
b342102b-4de5-452f-b782-491c90e7a80d,5a716701-1c98-4a1f-9cf1-cd115c3ad630,400111807454635,2024-03-26T19:31:48.478106,2024-03-24T19:31:48.501761
4def8bbd-a15f-4a6c-a09d-d518836ac726,1bb5bb1d-540c-41c5-91ba-a37fe3b83888,404319533233790,2024-03-16T19:31:48.478128,2024-03-23T19:31:48.501765
8df2e9d7-24a7-406a-9364-894f1d5725ef,36bbfc39-b690-4d4f-be17-1383c48ce08f,400717036477128,2024-03-23T19:31:48.478139,2024-03-24T19:31:48.501768
03452a03-dcbc-488c-b1c7-3e1547b94e6d,5d7a1cd6-e5e2-426e-9f5a-e634e8847d9e,403304996209227,2024-03-17T19:31:48.478147,2024-03-14T19:31:48.501772
2c817c3c-2575-41e6-80d2-de437026aa68,5aee63f4-f1e3-4ac3-a7c8-30c0dd69cd21,403964519926624,2024-03-11T19:31:48.478154,2024-03-07T19:31:48.501776
59167071-24b0-4af0-bb0b-bcd9e628b530,0b507fb2-92c0-4d5f-b219-da680713474d,404124756559060,2024-02-26T19:31:48.478160,2024-03-18T19:31:48.501779
b2cdb973-4e14-45c3-99bc-04f1e7caa847,93dd24a7-b306-49ac-bee0-c6bf6cc21e0e,404177283226876,2024-02-28T19:31:48.478168,2024-03-13T19:31:48.501783
9e4d59e3-a2b0-4fb4-bf83-b53b3cfdd3ae,c24e8cf6-ac18-4bf5-a23c-1847b58c66ea,402917097356719,2024-02-27T19:31:48.478177,2024-02-26T19:31:48.501787
90f2925e-d2cd-403e-bf6e-683a351bcde2,f7ed6053-afb3-4ed2-a6e7-b9ddc0f894ae,401051354818666,2024-03-04T19:31:48.478184,2024-02-28T19:31:48.501791
60229ac7-b441-4584-980d-b777570a6fa4,53e4c1fd-ad91-4d55-8432-a38ec2fd6cc5,401396877454884,2024-02-28T19:31:48.478191,2024-02-29T19:31:48.501794
96a47b8f-58e6-4c9a-b17c-c67f2df0d6b5,d6853e44-3483-4e7b-a2eb-8813d475b444,405064420570441,2024-03-19T19:31:48.478198,2024-03-03T19:31:48.501797
b1d972aa-7539-4f3c-8141-f30defbe101d,066edf0c-8393-49a3-80f4-7b2836f2f417,403646806091457,2024-03-15T19:31:48.478205,2024-02-27T19:31:48.501801
c1535f0f-5a06-4ba9-ba7d-7538a8b22843,2c2b8365-3c8b-415f-8952-ec7c7c1b1084,402914819611492,2024-03-11T19:31:48.478212,2024-03-03T19:31:48.501804
0232d159-164d-4b95-a1ca-c5bab233403e,04eeb494-feb9-482b-934b-8f93f9b9dd42,403102462283617,2024-03-13T19:31:48.478219,2024-03-12T19:31:48.501808
7afc47bb-7952-48e1-a167-ca7b26b3499f,19372f57-836b-4e5b-97d2-6cca3f4c02a4,400985190254335,2024-03-02T19:31:48.478226,2024-03-08T19:31:48.501811
00155474-7f96-49d8-8458-25c3923ba6d5,e6517d4d-2fc9-4ca6-a7cb-7e25b8c74336,400113090246808,2024-02-29T19:31:48.478235,2024-03-12T19:31:48.501815
b3b23689-c852-48ff-b73f-c8e983e79a96,3ea10c73-a1f5-40c4-87d6-1d9814c525a6,400490779593095,2024-02-28T19:31:48.478242,2024-03-16T19:31:48.501818
f3bcd1af-0fc5-4e83-a7cd-99446643db42,452d942d-50e5-425e-bc36-70e14496e42f,400860777644147,2024-03-25T19:31:48.478248,2024-03-20T19:31:48.501821
01bc97b1-0fd7-4ba4-a73c-0dbe68319a87,bfb66baa-0ccc-436d-a7ba-6c1eb5f7ce64,405555328391828,2024-03-11T19:31:48.478255,2024-03-07T19:31:48.501825
ff9f6703-bf34-4a9b-9102-c3ca424b03fc,46b41b89-a1f4-46af-bbd2-19b7acf796d0,401963538625566,2024-02-27T19:31:48.478264,2024-03-21T19:31:48.501829
44cb0c09-a5a2-46ac-b2ef-f51e4490a985,4b9f2845-8f16-494b-9d06-cd177aed0eb0,400125408613376,2024-03-08T19:31:48.478271,2024-03-20T19:31:48.501833
8273eef9-1fb7-413f-a5b7-f52ac826c285,ea11de90-673f-46c4-92a4-e23f5947c600,403000355758150,2024-03-05T19:31:48.478278,2024-03-25T19:31:48.501836
647e5905-625b-42ba-a55c-e2fd87137684,a621a4f0-763b-495a-896f-3a60feb9886b,401232277261575,2024-02-27T19:31:48.478285,2024-03-21T19:31:48.501847
776099a9-cfc4-444d-9390-b97d716d8008,741b2266-8bfb-421a-8267-0029b3ee3449,405030452452924,2024-03-23T19:31:48.478292,2024-03-11T19:31:48.501851
cf440b39-4476-4b15-ab42-0bf2d00b5d84,5b6db188-508e-4427-924d-0839aa5cafc4,403244070133415,2024-03-04T19:31:48.478299,2024-03-10T19:31:48.501855
ce20f632-822a-4b2d-bd6a-27be280cf1d4,d8b9949a-1942-4f09-84dd-f02533071d49,405361822485242,2024-02-28T19:31:48.478306,2024-03-10T19:31:48.501858
199b09e3-613a-41cf-ba81-741db2b8286c,cb4a9eb1-08cd-47e0-acad-7b55238baf0c,405165691777014,2024-03-17T19:31:48.478313,2024-02-29T19:31:48.501861
14228e57-525b-473b-a3fd-c6dfcacd92d9,78709f83-229a-405e-887c-0b27ffb6f9e5,403919086591311,2024-03-23T19:31:48.478320,2024-03-16T19:31:48.501865
e3bdfdbf-04b5-483c-ba33-c1fb54f72391,34b874b7-da7e-4a86-b219-35fd43fa6d40,405986742804511,2024-03-18T19:31:48.478327,2024-03-07T19:31:48.501869
7f4c335c-f0c7-4a7e-8822-dfa5b157ef00,b20eed33-6c9a-43fb-9bce-928024f10fea,402550758883033,2024-03-21T19:31:48.478334,2024-03-20T19:31:48.501872
5937bdd5-1c05-4cee-a1ef-354aceed4ff9,34ca40f2-a57c-4263-a716-6b3e66125f32,401046593620478,2024-03-14T19:31:48.478341,2024-03-12T19:31:48.501876
67da434e-0f80-4d18-ab10-f08a01d32197,6c085e46-aa13-47d1-95e6-65afdf82f8f8,404166671132005,2024-03-25T19:31:48.478350,2024-03-03T19:31:48.501880
97f252c8-a6ca-4716-a79a-2d550bdae8de,42737936-2697-44c7-ac1b-b8b4db42350f,401957226498103,2024-03-25T19:31:48.478358,2024-03-26T19:31:48.501884
5d41eb37-5fad-4339-ad99-c057ccf73423,80ed72e9-900b-4eac-b7eb-9dc44c82e8be,403100920744618,2024-03-04T19:31:48.478365,2024-03-25T19:31:48.501887
7b885683-3d8d-4176-b7f3-1990877f7097,445d9c8e-7bfd-459d-87f7-132e5405004f,401431262633265,2024-03-11T19:31:48.478372,2024-03-24T19:31:48.501891
7a6294a9-e637-4e57-960a-87aca716db71,2b7061ea-e1a7-4037-883a-1c8739110713,405060882513816,2024-03-15T19:31:48.478379,2024-03-16T19:31:48.501894
7f122b26-92ba-4b18-9711-4eb5f6d923d7,55d32475-811d-4eae-b8b7-abb4d89ce77a,404383596870757,2024-03-06T19:31:48.478386,2024-03-24T19:31:48.501897
c18f1741-7252-491d-96a3-94254af731cc,9a91b918-f881-43ae-9c0a-f9024219dc00,400551362405513,2024-03-07T19:31:48.478394,2024-03-22T19:31:48.501901
c87da179-931d-4ef6-8fbd-4f6eefe98124,f56ae242-4976-4e1f-9e63-9d6524c9d9f4,404752284241617,2024-03-24T19:31:48.478400,2024-02-27T19:31:48.501904
37958b7d-ea9a-434a-ac52-495b3a177a0c,ca577848-663e-4ad4-bc37-5365c3e82b0f,402988206490106,2024-03-24T19:31:48.478408,2024-03-15T19:31:48.501908
27e368f0-8bd8-4523-b9f3-cd30e57f3184,a6880bd5-768b-4ed0-a646-f569d1236f35,402888596238147,2024-03-09T19:31:48.478414,2024-03-11T19:31:48.501911
c722972b-77b9-4cf8-8507-9ef6451fcdd4,82b71244-103d-4399-95bb-e4a3cbc8db6b,405288757998634,2024-02-27T19:31:48.478422,2024-03-07T19:31:48.501915
42a51f71-91ec-41c7-8336-c6f8699b6565,e4ea1fe1-2a80-434b-a6cb-ed0f953980c2,404828782087840,2024-03-10T19:31:48.478429,2024-03-09T19:31:48.501918
79ec13ef-84d0-4df3-9715-32d2290be77a,0afb8ea1-8408-4d2a-9761-d1d8cdb24523,401110382722763,2024-03-23T19:31:48.478436,2024-03-03T19:31:48.501921
3cf65c72-20eb-459a-a0f0-de2803ffa7c5,2703b978-47ec-468f-902c-218b7297d259,403726100459087,2024-03-05T19:31:48.478442,2024-03-27T19:31:48.501925
2029d5ac-eceb-4ae9-b516-c47affdcf4f4,f06d6005-3cb9-478b-9826-a4558334e4c3,404583780222485,2024-03-15T19:31:48.478450,2024-03-05T19:31:48.501928
ed3c3e14-e6fb-47d0-ad0d-062360283fbb,022d16bc-5f57-4fb9-9724-41dd722f3ab1,401799089551452,2024-03-23T19:31:48.478457,2024-03-10T19:31:48.501932
44a9fe7d-9de0-4267-a7aa-9a3db182c617,11f62a82-08d6-4f46-9314-d7739a95e225,405041147740299,2024-03-06T19:31:48.478465,2024-02-26T19:31:48.501936
